text	title	kws
"Rohrer Technology Group is seeking a highly motivated engineer with exceptional communication and project management who will support an FPGA and be responsible for implementation of custom solutions. RTP Systems designs and manufactures advanced technology products and services used worldwide by thousands of military and commercial users.

As a Senior Software Engineer With Experience in Solidworks/CAD you would help define the next generation Autonomous flying robots that have no latency or connection bottlenecks in operation. In this role you will work closely on complex problem solving processes in designing new embedded platform and future flight controllers. You would have autonomy to analyze user requirements, develop appropriate and well thought out custom solution and also provide guidance when necessary. If you can combine your strong technical capabilities with good teamwork abilities it'll prove very exciting to work for our company! To read more about Rohrer visit https://www.facebook.com/.

You would also have ownership in every aspect of system from system architecture through to flight test plans. Candidate must have drive to learn, grow, perform and own every step in our design - we are seeking individuals with entrepreneurial attitude who like to work with great people with differing skill sets such as hardware and software developers from all over the world. 

What You’ll Be Responsible For:
Writing robust C/C++ code, writing unit tests, developing efficient automated builds & testing toolchains
Evolving standard algorithms with open-source tools & libraries written for high performance computing


Qualifications/Education Requirements & Skillset That Define Our Target Group:
BS in CE Eng, Computer Science OR Electrical Engineering with at least 2 years combined building robotics and machine vision software development experience.
Deep understanding of mechanical and electrical fundamentals as applicable to systems related disciplines. Ability to self manage, communicate effectively, plan projects end to end, take initiative, focus enthusiasm into effective task execution"	Senior Software Engineer C++	FPGA,emdebbed systems,system design,electronics,mechanics,Linux kernel experience,robotics,flying drones,building navigation,strong software development skills
"Summary

Are you a strong software developer with strong hands-on engineering practices and good analytical ability? Do you want to improve the human/machine interaction efficiency while working in highly creative, diverse environment on top of world class robots and unmanned aerial vehicles?

Join the Multimed Robotics team. We are seeking an enthusiastic Senior/Junior level person that loves Python and Robotics. As part of the R&D team, we focus on developing robust systems to enable safe ground based flight of flying Drones/Robots on multiple platforms using novel electronic control interfaces as well as embedded Linux system designs in a collaborative environment. This role requires an experienced professional with keen curiosity and selfless enthusiasm for everything including writing maintainable code/codebases, shipping product, improving code, learning new technologies etc while keeping focused on end results!


As the team changes between different tasks and sizes this individual will need a flexible work scheduling (4 months to 12 months) and be willing to adapt to change.






Key Qualifications

Strong programming, debugging & testing skills

Solid design understanding

Proficient in C++

Knowledge in Solidworks or similar CAD applications preferred (FLIR, ROS cameras etc)


Description

We strive for quality and performance excellence at every turn, by delivering reliable production products and maintaining a high bar for innovation throughout all stages of a project. The candidate should have good communication and organizational abilities, and can be expected to lead efforts within company domains such as firmware, robot chassis/axes, robotic controls, electromechanical systems, systems integration as well as overall efforts at Janssen Research & Development. You will work closely with peers across disciplines around the globe to identify and solve significant problems of significance with exceptional agility and a passion to innovate and drive forward. In this role you must be able to thrive in fast paced environments where ambiguity is normal and where critical business and technical issues have immediate impact with implications for customers worldwide, even amidst large amounts of changing priorities in R&D.


Education & Experience

Bachelor's Degree or equivalent experience in Computer Science, Engineering, MIS or related field."	Senior Software Engineer C++	FPGA,emdebbed systems,system design,electronics,mechanics,Linux kernel experience,robotics,flying drones,building navigation,strong software development skills
"Job Description

Primary Location: Remote – No PST/EST/COFJ

We are looking for a seasoned veteran of multi-million+ dollar product / business to join a strong engineering organization that is changing the way flying drones will be controlled. You will focus on one or more of the following projects; 3D scanning of electronic gear / sensors, ground tracking and manipulation software as well as real-time flight control system design and prototyping using Linux architecture. This engineer's work directly contributes to the company through increased revenues generated from customer transactions resulting in lower costs for manufacturing.  


The ideal candidate will have excellent programming & troubleshooting skill, strong mathematical abilities and must be an energetic individual with a drive to continuously improve their technical skills while also remaining true to their core purpose of ensuring safe and effective operation of our products. If you meet these requirements then please keep reading...

Bachelors Degree (Computer Science degree preferred) in Mechanical Engineering, Electrical Engineering or Aerospace Physics

Excellent mechanical CAD skills utilizing computer aided design (CAD) software platforms such as Autodesk Revit. 
Experience working with large scale RF, Infrared and Video signal processing systems in both automated process automation (APA) and manual processes using RTOS platform technologies including Linux OS. 
Working knowledge of electronics theory and concepts with exposure to consumer grade devices like Raspberry Pi and Power Mac G5+.
Proven ability with complex embedded software solutions.
Ability to develop robust, performant and reliable, maintainable code and interface with other members of project teams and external developers by providing open source feedback. 
Self driven who thrives when their work impacts millions of people every day.









Education: Bachelors’ Degree or higher in Computer Science or related discipline



"	Senior Software Engineer C++	FPGA,emdebbed systems,system design,electronics,mechanics,Linux kernel experience,robotics,flying drones,building navigation,strong software development skills
"Responsibilities
• Responsible for planning system architecture for new products/experiments and solving design/coding problems.
• Strong verbal and written communication in English / vernacular with strong programming knowledge.
• Work closely with team including engineers, mechanical people and customer care representatives to establish process to achieve project goals.
• Builds software solution by collaborating and supporting hardware vendors as needed; designing code for different platforms (eg ARM, PowerVR or Mac), implementing and verifying application logic on various test equipment and optimizing applications using tools based on FPGA-based design.
• Participates on design teams meeting requirements, design sessions, meetings & workshops etc.
• Ensures the quality of developed solutions during testing and product placement.


Requirements: 5+ years experience / FPGA/Robotic System Design (6+ if they fly)/ Embedded Linux + 5+ Years of Robotics experience on current generation flight controllers – RTOS, CUDA, OpenVino, UART and CAN is a plus

 Skills Required
Fluency in C++ or C#
Expert hands on understanding of common embedded Linux features. (e.g.: POSIX/POSIX threads, file descriptors etc.)
The ability to think abstractly while also translating complex requirements into simple deliverables that can be shipped quickly and easily. An exceptional level of attention to detail when working independently is required as demonstrated by successful engineering projects over time. Strong Software Development skills to debug program bugs. Strong problem solver with the need to self-test programs from start up through validation and integration. Ability to multi task and drive complex issues to completion, even in dynamic conditions. If you want to use your technical acumen to create the next exciting step forward for human spaceflight please consider being an EMMDebbed Systems Engineer. Please send resume/CV to meedemedebbed@startech.com"	Senior Software Engineer C++	FPGA,emdebbed systems,system design,electronics,mechanics,Linux kernel experience,robotics,flying drones,building navigation,strong software development skills
"This job posting is for a Senior Staff Eng Inventor in the Computer Engineering Division.

Position Summary: 
Our company's product line offers flying robots and aerial imaging that make a difference to people with disabilities. This position will be responsible working on developing algorithms for high-speed (10G/s) communication and sensor fusion using embedded microcontrollers.

Incorporating cutting-edge technology with state of the art process & management, we produce advanced products in areas ranging from autonomous flight of small tactical aircraft or helicopters; remote sensing & multirotor control through real time data processing and low latency, high accuracy signal acquisition, control and communication, all powered by our robust and efficient RTOS architecture leveraging industry leading technologies and design best practices.
What You’ll Be Doing...
Work with teams at Embedded Systems Company - EMBEDDED Systems to define product roadmaps, prioritize, plan and deploy new hardware based solutions
Engage in cross functional discussions and decisions using relevant technical and business domain specific knowledge to synthesize user requirements and propose ideas to leadership for consideration and adoption
Assess potential feasibility of proposed equipment integration efforts and provide thought leadership on designing solutions
Develop highly performant embedded software, integrating and testing functionality end-to-end in a continuous automated production workflow
Qualifications/Requirements. 
MS degree
Understanding of Linux kernel experience and performance tuning
Proven track record of building navigation applications or tools to aid mission planning using machine learning
Passionate about getting things done quickly and shipping quality code. Willingness to learn new technologies and apply them when needed with no formal training
Nice To Haves. 
BS degree. Extensive system design and system optimization work. A significant working knowledge of FPGA is desirable."	Senior Software Engineer C++	FPGA,emdebbed systems,system design,electronics,mechanics,Linux kernel experience,robotics,flying drones,building navigation,strong software development skills
"Want to develop and apply your NLP capabilities within an environment that can span multiple business functions? Bertrand is looking for you!
  In this role you will work closely with product managers to identify opportunities for NLP applied to unstructured text corpora. You may provide analysis to assist in identifying key themes as they pertain to business challenges and help the development of new technology programs. As a candidate who enjoys working independently; you’ll have plenty of room to learn and explore innovative technologies!  
 Responsibilities: 1. Understand the current state-of-the-art (20+ years) of Natural Language Processing concepts including topic modeling, language modeling algorithms, parsing methods and machine translation. 2. Define new ways to model document properties in terms of NLP topics (title/object relation modeling, summarization methodologies, data extraction and ETL). 3. Apply basic research and prototype on existing models and extract the best techniques which can be used by implementing them into the real-world. 4. Communicate findings both internally and externally with the objective of communicating the progress made by your project to internal and external stakeholders. REQUIRED QUALIFICATIONS: 0.MS or PhD at least 20 yrs. apart (Experience with classical methods in Natural Language Understanding, Text Mining, Topic Modeling, Document Embeddings, Named Entity Recognition and Automatic Generation Systems; experience extracting & analyzing business requirements from user feedback will also be considered.  Good communication skills and willingness to effectively manage her- or himself as well as cooperate, collaborate and communicate on multi-functional teams. A creative problem-solver that thrives solving challenging issues and developing solutions while finding innovative strategies to overcome difficulties. Candidates with good interpersonal / team relations are highly desirable. US Citizens preferred"	Natural Language Processing (NLP)	NLP,transformers,BERT,GPT,Python,customer satisfaction,analyze customer feedback,topic modeling,working with real-world text corpora,
"What makes BERT different? For starters, our AI platform is integrated directly into BI Tools - Workflow and Dashboards. We even provide an inbuilt conversation engine to seamlessly connect all of the data with models via Text To Speech / Dialogues and Machine Learning. Our systems are deployed at more than 25+ of America’s largest enterprises across a wide variety of industries - and customers love them!
At BERT you have full ownership over how your solutions impact society and business users and gain trust from end-users by leading the digital transformation journey through personalized AI voice enabled experiences in the enterprise

We’re headquartered in New York City and have offices worldwide – and we’re looking for a dedicated Python NLP Engineer who enjoys partnering closely and building a highly capable ML team! You must be eager to learn new technologies to meet evolving requirements and create industry standard NLP models across millions of applications worldwide. If this sounds like you, join us!

      Skills and Qualifications: 3 years of experience as Lead/Principal Scientist conducting NLP research or development
Experience applying Natural Language Processing to challenging problems, designing, building and tuning NLP transformers and methods, implementing AIML and other modern model development tools, working with domain driven search systems with large amounts of input text.
Proficient in and comfortable translating problems into software languages using general purpose libraries such as Tensorflow or PyTorch.
Familiarity working on complex ML systems that include real-world text and collation ontologies; expert at common NLP topic modeling algorithms including NLP clusters, word embeddings, entity extraction, summarization, sentiment analysis etc., familiarity with deep learning approaches such as Bayesian nets and reinforcement learning would be plus.
Prior Experience Working in Computer Vision and/or Deep learning / Autoencoders will be considered a big PLUS"	Natural Language Processing (NLP)	NLP,transformers,BERT,GPT,Python,customer satisfaction,analyze customer feedback,topic modeling,working with real-world text corpora,
"To work at Berthewee, you will apply an analytical perspective to solve complex customer interaction problems using natural language processing, data analytics and machine learning methods. This includes analyzing product performance, analyzing user profile behavior patterns along with company data, and providing advanced insights into key business decisions across the organization using business case analysis, statistical methodologies and NLP approaches.

Responsibilities:
Identify relevant topics for modeling such as customer relationship preferences etc
Analyze product data and determine relevance of a range of these topics through topic modelling
Work closely and constructively with cross functional partner teams including designers, marketers, engineers & scientists to extract actionable insight from large real world text corpora while generating clean datasets which can be used in downstream models to drive decision making by improving operational efficiency.
Coordinate time allocation between field visits, working alongside onsite / offsite partners who possess the right tools to perform a full NLP project
Required Skills/Qualifications :
PhD or Master’s degree, equivalent practical experience in Natural Language Processing, Statistics, ML applied AI, NLP or related fields
Experience utilizing NLP techniques within consumer behavior driven analytic tools & dashboards utilizing big data, analytics or machine learning systems; examples include IBM TALKS™/KINDA (collecting insights for deep learning solutions), AWS GCP Enfusion data pipeline, Amazon FACTOM Data platform
Understanding of industry standard machine learning libraries/platforms.
Ability to apply cutting edge technology and state of science approach to meet changing needs & translate analytical results into impactful outcomes within your role
Hands On Experience In SQL, Python, PyTorch, C++.
Familiarity Of Python Machine Learning concepts like scikit learn numpy pandas sklearn pandar spacyanl jupyter notebook
Fluent With Working with Text Profiles in Natural Language Processing environment(Twitter feeds included), Python Text to speech & Speech Recognition toolkit
Desired Experiences And Characteristics are subject of investigation"	Natural Language Processing (NLP)	NLP,transformers,BERT,GPT,Python,customer satisfaction,analyze customer feedback,topic modeling,working with real-world text corpora,
"The Opportunity
 
We are looking for a motivated Principal Data/Speech Engineer to join us in Atlanta. In this role, you’ll have the unique and rewarding opportunity of working on natural language technology that impacts billions of customers daily.

This is an outstanding hire for someone who is passionate about machine learning, NLP and wants to innovate the way we research & deploy large scale services using ML algorithms. It also includes some cross discipline design work as well.
  You'll be working from our office across the street while having remote hours Monday thru Saturday. You will support a very fast growing product and deliverables team utilizing cutting edge Natural Language processing technologies using latest GPT architecture. At times in the evenings we might even sit together outside!

What We're Looking For
You hold 4+ years in computer science or related field
Experience delivering services leveraging Natural Language technology
Excellent data ingestion experience
Knowledge of Deep Learning concepts including topic modeling, model inference, transformer models etc., such as: transformer learning, word embeddings or sentiment analysis
Ability to multi task, communicate clearly, extract meaning out of ambiguous situations, work independently with little supervision
BS / MS preferred
Our Customers
People in retail, automotive, hospitality and financial services use our products every day
Who They Serve
CVS.com, CVS Health, Aetna, American Express, Bayshore Financial Services, BB&T Mutual Funds, Barclays Capital Markets, Centura Federal Savings Bank, CenterCity Financial Group, Credit Unions International Inc, Delta Airlines Corporation, eBay LLC, Expedia Americas - Our largest online destination for travel, shopping, dining experiences, lodging and more
Customer Satisfaction - 93% Customer Satisfaction!
Employment-Type Summary
Participates in R&D projects in close collaboration with management and other engineering teams throughout GE Digital Services unit
Analyzes problem cases to provide solution recommendations in non technical domains and translate those solutions into technology concepts to solve real world problems
Develops software platforms on top of the GE GPT platform, typically working with production services
Manages expectations in terms of timelines, responsibilities and costs in meetings
Qualifications
Currently working on Natural Language Understanding, document indexing or summarization based algorithms or other applications requiring high level NLP systems development
Bachelors and/or PhD in Computer Science with focus in the application domain"	Natural Language Processing (NLP)	NLP,transformers,BERT,GPT,Python,customer satisfaction,analyze customer feedback,topic modeling,working with real-world text corpora,
"Bertha's Mission is to improve life through knowledge and information exchange. For more than 25 years we are innovating solutions that have a direct measurable impact on our customers' daily lives by helping them discover new products or make better informed purchases using unstructured data, artificial intelligence (AI), machine learning, natural language processing (NLP), and computational social science principles. When Bertha’s Technology Works, you can experience breakthrough innovation - all backed with the industry’s most rigorous proven results. The Opportunity is for your complete benefit and satisfaction: working closely with a team whose expertise spans across research tools, computer vision, NLU/ML, and Machine Learning, who seek excellence not only as software engineers but also businesspeople whose mission is to build lasting relationships with every detail of every project. At the heart of their collaborative endeavor, they pursue intellectual excellence in building products and providing services of cutting-edge NLP capabilities.

You will contribute to tasks spanning from initial conception to product delivery focusing on various Natural Language Processing concepts and techniques in the domain of NTD and Digital Customer Satisfaction. You possess the ability to implement new technologies in an agile development environment, with regular opportunity to expand into further disciplines, within the company based on individual and collective customer needs at hand. A keen interest in applying research methods creatively while remaining pragmatic to avoid friction between applied engineering approaches to solve complex problems and business needs, demonstrates creative problem solving abilities and provides insight into how best to tackle new ideas that may become commercial offerings in near future. The candidate should be highly motivated with the ability to work very hands-on in developing state-of-the-art algorithms to advance Bertha technology.

Knowledge & Skills Required:
Deep understanding in various aspects of NLP: entity extraction, topic modeling and document clustering as well as the various topics where these areas are explored, such as Information Retrieval and Dialogue. Experience with other ML related domains is desirable

 An aptitude towards advanced programming (e.g. python, Julia, etc.) skills, a strong sense of ownership towards technical results, and excellent teamwork spirit. Excellent written communication and presentation skills, along with an ability to present highly relevant or technically interesting research findings both verbally and in writing."	Natural Language Processing (NLP)	NLP,transformers,BERT,GPT,Python,customer satisfaction,analyze customer feedback,topic modeling,working with real-world text corpora,
